,movienames,movieinfo,movietag,movierate,movieid
1031,德伯家的苔丝 Tess of the D'Urbervilles,"{'类型': [' 剧情'], '主演': [' 杰玛·阿特登 ', ' 埃迪·雷德梅恩 ', ' 鲁思·琼斯 ', ' 汉斯·麦瑟逊 ', ' 伊恩·普莱斯顿-戴维斯 ', ' 克里斯托弗·法里班克 ', ' 乔·伍德考克 ', ' 史蒂文·罗伯特森 ', ' 休·斯金纳 ', ' 朱迪·惠特克 ', ' 肯尼思·库兰汉姆 ', ' 唐纳德·桑普特 ', ' 丽贝卡·斯塔顿 ', ' 杰西卡·特纳 ', ' 杰妮·斯巴克 ', ' Joel Rowbottom ', ' 克里斯汀·博顿利 ', ' 艾玛·史坦斯费尔德 ', ' 艾米丽·比查姆 ', ' 崔佛·库珀 ', ' Sally Bankes ', ' 安娜·玛西 ', ' Laura Elphinstone ', ' Sarah Badel ', ' Sara Lloyd-Gregory ', ' Merelina Kendall ', ' Sarah Counsell ', ' Julie Barclay ', ' 艾莉·达塞·阿登更多...'], '编剧': ' 托马斯·哈代 / 大卫·尼克尔森', '语言': [' 英语'], '制片国家/地区': ' 英国 / 美国', '导演': ' 戴维·布莱尔'}","['英剧', 'BBC', '名著改编', '英国', '爱情', '苔丝', '名著', '2008']",8.3,51030
1032,我家买了动物园 We Bought a Zoo,"{'类型': [' 剧情 ', ' 喜剧 ', ' 家庭'], '主演': [' 马特·达蒙 ', ' 斯嘉丽·约翰逊 ', ' 托马斯·哈登·丘奇 ', ' 艾丽·范宁 ', ' 派屈克·福吉特 ', ' 科林·福特 ', ' 麦琪·伊丽莎白·琼斯 ', ' 斯特芬妮·斯佐斯塔克更多...'], '上映日期': ' 2011-12-23(美国)', '编剧': ' 艾莲·布洛什·麦肯纳', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 卡梅伦·克罗'}","['美国', '温情', '家庭', '动物', '亲情', '2011', '喜剧', '剧情']",7.8,51031
1033,三十二,"{'类型': [' 纪录片'], '主演': [' 韦绍兰 ', ' 罗善学'], '上映日期': ' 2014-03-30(美国)', '编剧': ' 郭柯', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 郭柯'}","['纪录片', '慰安妇', '历史', '中国', '二战', '大陸紀錄片', '郭柯', '大陆']",9.5,51032
1034,辛德勒的名单 Schindler's List,"{'类型': [' 剧情 ', ' 历史 ', ' 战争'], '主演': [' 连姆·尼森 ', ' 本·金斯利 ', ' 拉尔夫·费因斯 ', ' 卡罗琳·古多尔 ', ' 乔纳森·萨加尔 ', ' 艾伯丝·戴维兹 ', ' 马尔戈萨·格贝尔 ', ' 马克·伊瓦涅 ', ' 碧翠斯·马科拉 ', ' 安德烈·瑟韦林 ', ' 弗里德里希·冯·图恩 ', ' 克齐斯茨托夫·拉夫特 ', ' 诺伯特·魏塞尔更多...'], '上映日期': ' 1993-11-30(华盛顿首映) / 1994-02-04(美国)', '编剧': ' 托马斯·肯尼利 / 斯蒂文·泽里安', '语言': [' 英语 ', ' 希伯来语 ', ' 德语 ', ' 波兰语'], '制片国家/地区': ' 美国', '导演': ' 史蒂文·斯皮尔伯格'}","['人性', '二战', '斯皮尔伯格', '经典', '战争', '辛德勒的名单', '美国', '剧情']",9.4,51033
1035,乌娜 Una,"{'类型': [' 剧情'], '主演': [' 鲁妮·玛拉 ', ' 鲁比·斯托克斯 ', ' 本·门德尔森 ', ' 里兹·阿迈德 ', ' 托比亚斯·门基斯 ', ' 塔拉·菲茨杰拉德 ', ' 波佩·科比-特曲 ', ' 娜塔莎·里特 ', ' 希亚兰·麦克蒙纳敏 ', ' 拉斯科·阿特金斯 ', ' 伊莎贝尔·莫洛伊 ', ' 达伦·莫菲特 ', ' 理查德·坎宁汉姆更多...'], '上映日期': ' 2016-09-02(特柳赖德电影节) / 2016-09-11(多伦多电影节) / 2017-09-01(英国)', '编剧': ' 大卫·哈罗尔', '语言': [' 英语'], '制片国家/地区': ' 英国 / 美国 / 加拿大', '导演': ' 本尼迪克特·安德鲁斯'}","['美国', '剧情', '英国', '2016', '爱情', '加拿大', '人性', '多伦多电影节']",6.3,51034
1036,神偷奶爸 Despicable Me,"{'类型': [' 喜剧 ', ' 动画 ', ' 冒险'], '主演': [' 史蒂夫·卡瑞尔 ', ' 杰森·席格尔 ', ' 拉塞尔·布兰德 ', ' 朱莉·安德鲁斯 ', ' 威尔·阿奈特 ', ' 克里斯汀·韦格 ', ' 米兰达·卡斯格拉夫 ', ' 达纳·盖尔 ', ' 艾尔西·费舍尔 ', ' 皮埃尔·柯芬 ', ' 克里斯·雷纳德 ', ' 杰梅奈·克莱门特 ', ' 杰克·麦克布瑞尔 ', ' 丹尼·麦克布莱德 ', ' 敏迪·卡灵 ', ' 罗布·许贝尔 ', ' 肯·道里欧 ', ' 郑肯更多...'], '上映日期': ' 2010-06-20(莫斯科电影节) / 2010-07-09(美国)', '编剧': ' 肯·道里欧 / 塞尔希奥·巴勃罗斯 / 辛科·保罗', '语言': [' 英语'], '制片国家/地区': ' 美国 / 法国', '导演': ' 皮埃尔·柯芬 / 克里斯·雷纳德'}","['动画', '美国', '喜剧', '卑鄙的我', '动画片', '2010', '美国电影', '搞笑']",8.5,51035
1037,美食、祈祷和恋爱 Eat Pray Love,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 朱莉娅·罗伯茨 ', ' 哈维尔·巴登 ', ' 詹姆斯·弗兰科 ', ' 比利·克鲁德普 ', ' 理查德·詹金斯 ', ' 维奥拉·戴维斯 ', ' 图娃·诺沃妮 ', ' 卢卡·阿金泰罗更多...'], '上映日期': ' 2010-08-13(美国)', '编剧': ' 瑞恩·墨菲 / 詹妮弗·绍特', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 瑞恩·墨菲'}","['爱情', '美国', '旅行', '小说改编', '剧情', '2010', '文艺', '女性']",7.3,51036
1038,眩：北斋之女 眩～北斎の娘～,"{'类型': [' 剧情 ', ' 历史'], '主演': [' 宫崎葵 ', ' 松田龙平 ', ' 长塚京三 ', ' 三宅弘城 ', ' 余贵美子 ', ' 野田秀树更多...'], '上映日期': ' 2017-09-18(日本)', '编剧': ' 大森美香', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 加藤拓'}","['日本', '宫崎葵', '松田龙平', '传记', '日剧', '2017', '日剧SP', '宮崎あおい']",8.3,51037
1039,忘年恋曲 Adore,"{'类型': [' 剧情'], '主演': [' 罗宾·怀特 ', ' 娜奥米·沃茨 ', ' 泽维尔·塞缪尔 ', ' 詹姆斯·弗兰切威勒 ', ' 本·门德尔森 ', ' 苏菲·洛 ', ' 加里·思韦特 ', ' 杰西卡·托维更多...'], '上映日期': ' 2013-01-18(圣丹斯电影节) / 2013-04-03(法国)', '编剧': ' 克里斯托弗·汉普顿 / 多丽丝·莱辛', '语言': [' 英语'], '制片国家/地区': ' 法国 / 澳大利亚', '导演': ' 安妮·芳婷'}","['伦理', '爱情', '澳大利亚', '法国', '剧情', '2013', '文艺', '娜奥米·沃茨']",6.7,51038
1040,夜奔,"{'类型': [' 剧情 ', ' 爱情 ', ' 同性'], '主演': [' 黄磊 ', ' 刘若英 ', ' 尹昭德  ', ' 戴立忍 ', ' 归亚蕾'], '上映日期': ' 2000-10-14(台湾)', '编剧': ' 王蕙玲', '语言': [' 汉语普通话'], '制片国家/地区': ' 台湾 / 中国大陆', '导演': ' 徐立功 / 尹祺'}","['刘若英', '黄磊', '台湾', '同志', '文艺', '爱情', '夜奔', '台湾电影']",8.0,51039
1041,秋刀鱼之味 秋刀魚の味,"{'类型': [' 剧情 ', ' 家庭'], '主演': [' 笠智众 ', ' 岩下志麻 ', ' 冈田茉莉子 ', ' 佐田启二 ', ' 三上真一郎 ', ' 吉田辉雄 ', ' 岸田今日子 ', ' 杉村春子 ', ' 中村伸郎更多...'], '上映日期': ' 1962-11-18(日本)', '编剧': ' 野田高梧 / 小津安二郎', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 小津安二郎'}","['小津安二郎', '日本', '日本电影', '经典', '秋刀鱼之味', '1962', '家庭', '剧情']",8.7,51040
1042,锡尔斯玛利亚 Clouds of Sils Maria,"{'类型': [' 剧情'], '主演': [' 朱丽叶·比诺什 ', ' 克里斯汀·斯图尔特 ', ' 科洛·莫瑞兹 ', ' 拉斯·艾丁格 ', ' 强尼·弗林 ', ' 安吉拉·温科勒 ', ' 汉斯·齐施勒 ', ' 诺拉·冯·瓦尔茨特滕 ', ' 布拉迪·科贝特 ', ' Aljoscha Stadelmann ', ' 克莱尔·陈 ', ' Peter Farkas ', ' Stuart Manashil ', ' Ben Posener ', ' Ricardia Bramley更多...'], '上映日期': ' 2014-05-23(戛纳电影节) / 2014-08-20(法国)', '编剧': ' 奥利维耶·阿萨亚斯', '语言': [' 英语 ', ' 法语 ', ' 德语 ', ' 瑞士德语'], '制片国家/地区': ' 法国 / 德国 / 瑞士', '导演': ' 奥利维耶·阿萨亚斯'}","['法国', '剧情', 'JulietteBinoche', 'KristenStewart', '2014', '女性', '法国电影', '美国']",7.7,51041
1043,二见钟情 While You Were Sleeping,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 桑德拉·布洛克 ', ' 比尔·普尔曼 ', ' 彼得·盖勒 ', ' 彼得·博伊尔 ', ' 杰克·瓦尔登 ', ' 格莱妮丝·约翰斯 ', ' 迈克尔·瑞斯玻利 ', ' 艾利·沃克 ', ' 莫尼卡·凯娜 ', ' 迪克·库萨克 ', ' Micole Mercurio ', ' Jason Bernard ', ' Marcia Wright更多...'], '上映日期': ' 1995-04-21(美国)', '编剧': ' Daniel G. Sullivan / Fredric LeBow', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 乔·德特杜巴'}","['爱情', '美国', '喜剧', '美国电影', 'SandraBullock', '桑德拉·布洛克', '二见钟情', '1995']",7.7,51042
1044,成均馆绯闻 성균관스캔들,"{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情 ', ' 历史'], '主演': [' 朴有天 ', ' 朴敏英 ', ' 刘亚仁 ', ' 宋仲基 ', ' 徐孝琳'], '编剧': ' 金泰姬', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 金元锡 / 黄仁英'}","['韩剧', '古装', '韩国', '爱情', '青春', '校园', '2010', '宋仲基']",7.9,51043
1045,哈利·波特：一段魔法史 Harry Potter: A History of Magic,"{'类型': [' 纪录片'], '主演': [' J·K·罗琳 ', ' 大卫·休里斯 ', ' 马克·威廉姆斯 ', ' 伊文娜·林奇 ', ' 米瑞安·玛格莱斯 ', ' 沃维克·戴维斯更多...'], '上映日期': ' 2017-10-28(英国)', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 裘德·何'}","['纪录片', '哈利波特', '英国', 'BBC', 'HarryPotter', '2017', '纪录', 'HP']",7.7,51044
1046,弗鲁特韦尔车站 Fruitvale Station,"{'类型': [' 剧情 ', ' 传记'], '主演': [' 迈克尔·B·乔丹 ', ' 梅罗妮·迪亚兹 ', ' 奥克塔维亚·斯宾瑟 ', ' 凯文·杜兰 ', ' 查德·迈克尔·墨瑞 ', ' 阿娜·欧蕾利 ', ' Ariana Neal ', ' Keenan Coogler ', ' Trestin George ', ' 乔伊·奥格莱斯比 ', ' Michael James ', ' Marjorie Crump-Shears ', ' Destiny Ekwueme ', ' Bianca Rodriguez III ', ' Julian Keyes更多...'], '上映日期': ' 2013-01-19(圣丹斯电影节) / 2013-05-16(戛纳电影节) / 2013-07-12(美国)', '编剧': ' 瑞恩·库格勒', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 瑞恩·库格勒'}","['美国', '剧情', '2013', '传记', '人性', '犯罪', '独立电影', '圣丹斯']",7.4,51045
1047,老无所依 No Country for Old Men,"{'类型': [' 剧情 ', ' 惊悚 ', ' 犯罪'], '主演': [' 汤米·李·琼斯 ', ' 哈维尔·巴登 ', ' 乔什·布洛林 ', ' 凯莉·麦克唐纳 ', ' 伍迪·哈里森 ', ' 加瑞特·迪拉胡特 ', ' 泰丝·哈珀 ', ' 巴里·柯宾 ', ' 斯蒂芬·鲁特 ', ' Rodger Boyce ', ' 贝丝·格兰特 ', ' 姬特·格温更多...'], '上映日期': ' 2007-05-19(戛纳电影节) / 2007-11-21(美国)', '编剧': ' 乔尔·科恩 / 伊桑·科恩 / 考麦克·麦卡锡', '语言': [' 英语 ', ' 西班牙语'], '制片国家/地区': ' 美国', '导演': ' 伊桑·科恩 / 乔尔·科恩'}","['科恩兄弟', '犯罪', '美国', '剧情', '美国电影', '惊悚', '2007', '电影']",8.0,51046
1048,亲爱的她们,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 宋丹丹 ', ' 张若昀 ', ' 姜妍 ', ' 刘莉莉 ', ' 邬君梅 ', ' 朱茵 ', ' 杜源 ', ' 翁虹 ', ' 秦汉 ', ' 严敏裘 ', ' 徐立 ', ' 钱泳辰 ', ' 王策 ', ' 岳跃利 ', ' 祁汉 ', ' 邓裕基 ', ' 舒耀瑄 ', ' 赵正阳更多...'], '编剧': ' 赵欣 / 杨楠楠 / 马健 / 虢爽 / 李荻敏', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 崔亮'}","['亲情', '电视剧', '温情', '家庭', '翻拍', '2017', '暖心巨作', '中国大陆']",6.2,51047
1049,怪盗山猫 怪盗 山猫,"{'类型': [' 剧情 ', ' 动作 ', ' 悬疑'], '主演': [' 龟梨和也 ', ' 成宫宽贵 ', ' 广濑铃 ', ' 菜菜绪 ', ' 北村有起哉 ', ' 大塚宁宁 ', ' 佐佐木藏之介更多...'], '编剧': ' 武藤将吾 / 神永学(原作)', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 猪股隆一'}","['日剧', '龟梨和也', '成宫宽贵', '亀梨和也', '日本', '2016', '16冬', '看过的电视剧']",7.2,51048
1050,啊，春天 あ、春,"{'类型': [' 剧情'], '主演': [' 佐藤浩市 ', ' 齐藤由贵 ', ' 山崎努 ', ' 藤村志保 ', ' 富司纯子 ', ' 原知佐子 ', ' 河合美智子 ', ' 木下邦家 ', ' 三浦友和 ', ' 村田雄浩 ', ' 笑福亭鹤瓶 ', ' 寺田农 ', ' 塚本晋也更多...'], '上映日期': ' 1998-12-19', '编剧': ' 中岛丈博', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 相米慎二'}","['相米慎二', '日本', '日本电影', '家庭', '佐藤浩市', '1998', '1990s', '日影']",8.0,51049
1051,教父2 The Godfather: Part Ⅱ,"{'类型': [' 剧情 ', ' 犯罪'], '主演': [' 阿尔·帕西诺 ', ' 罗伯特·杜瓦尔 ', ' 黛安·基顿 ', ' 罗伯特·德尼罗 ', ' 约翰·凯泽尔 ', ' 塔莉娅·夏尔 ', ' 李·斯特拉斯伯格 ', ' 迈克尔·V·格佐 ', ' G·D·斯普拉德林 ', ' 理查德·布赖特 ', ' 加斯通·莫辛 ', ' 汤姆·罗斯奎 ', ' 布鲁诺·柯比 ', ' 弗兰克·西维罗 ', ' 弗朗西丝卡·德·萨维奥更多...'], '上映日期': ' 1974-12-12(纽约首映) / 1974-12-20(美国)', '编剧': ' 弗朗西斯·福特·科波拉 / 马里奥·普佐', '语言': [' 英语 ', ' 意大利语 ', ' 西班牙语 ', ' 拉丁语 ', ' 西西里语'], '制片国家/地区': ' 美国', '导演': ' 弗朗西斯·福特·科波拉'}","['黑帮', '教父', '经典', '美国', '犯罪', '剧情', '人性', '1974']",9.1,51050
1052,魔弦传说 Kubo and the Two Strings,"{'类型': [' 动画 ', ' 奇幻 ', ' 冒险'], '主演': [' 查理兹·塞隆 ', ' 马修·麦康纳 ', ' 拉尔夫·费因斯 ', ' 阿特·帕金森 ', ' 鲁妮·玛拉 ', ' 武井乔治 ', ' 田川洋行 ', ' 野路美苗 ', ' 布伦达·瓦卡罗 ', ' 肯·竹本更多...'], '上映日期': ' 2017-01-13(中国大陆) / 2016-08-19(美国)', '编剧': ' 马克·海姆斯 / 克里斯·巴特勒', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 特拉维斯·奈特'}","['动画', '美国', '奇幻', '定格', '冒险', '日本', '2016', '成长']",7.4,51051
1053,诗无尽头 Poesía sin fin,"{'类型': [' 剧情 ', ' 传记 ', ' 奇幻'], '主演': [' 亚当·佐杜洛夫斯基 ', ' 布隆蒂斯·佐杜洛夫斯基 ', ' 莱安德鲁·托布 ', ' 帕梅拉·弗洛雷斯 ', ' 亚历桑德罗·佐杜洛夫斯基 ', ' Jeremias Herskovits ', ' Julia Avendaño ', ' Bastián Bodenhöfer ', ' Carolyn Carlson ', "" Ali Ahmad Sa'Id Esber "", ' Kaori Ito ', ' Carlos Leay ', ' Hugo Marín ', ' Felipe Pizarro Sáenz De Urtury ', ' Felipe Ríos更多...'], '上映日期': ' 2016-05-14(戛纳电影节) / 2016-10-05(法国)', '编剧': ' 亚历桑德罗·佐杜洛夫斯基', '语言': [' 西班牙语 ', ' 法语 ', ' 英语'], '制片国家/地区': ' 智利 / 日本 / 法国 / 英国', '导演': ' 亚历桑德罗·佐杜洛夫斯基'}","['智利', '传记', '奇幻', '2016', '文艺', '法国', '戛纳', '剧情']",7.8,51052
1054,洗澡,"{'类型': [' 剧情 ', ' 喜剧 ', ' 家庭'], '主演': [' 姜武 ', ' 濮存昕 ', ' 朱旭'], '上映日期': ' 2001-02-01', '编剧': ' 张杨 / 刘奋斗 / 霍昕 / 刁亦男 / 蔡尚君', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国', '导演': ' 张杨'}","['张扬', '中国电影', '姜武', '大陆', '中国', '剧情', '洗澡', '国产']",8.3,51053
1055,两生花 La double vie de Véronique,"{'类型': [' 剧情 ', ' 爱情 ', ' 奇幻'], '主演': [' 伊莲娜·雅各布 ', ' 哈丽娜·格雷格拉谢夫斯卡 ', ' 卡里娜·谢鲁斯克 ', ' 亚历山大·巴尔迪尼 ', ' 瓦迪斯瓦夫·科瓦尔斯基 ', ' 杰兹·古德寇 ', ' 菲利普·沃特 ', ' 桑德琳·杜马斯 ', ' 路易斯·迪克勒 ', ' 克洛德·迪内通 ', ' 洛莱妮·伊万诺夫 ', ' 吉约姆·德·东克戴克更多...'], '上映日期': ' 1991-05-15(法国) / 1991-09-20(挪威) / 1991-10-06(波兰)', '编剧': ' 克日什托夫·基耶斯洛夫斯基 / 克日什托夫·皮耶谢维茨', '语言': [' 法语 ', ' 波兰语 ', ' 意大利语'], '制片国家/地区': ' 法国 / 波兰 / 挪威', '导演': ' 克日什托夫·基耶斯洛夫斯基'}","['基耶斯洛夫斯基', '法国', '文艺', '两生花', '法国电影', '波兰', 'KrzysztofKieslowski', '电影']",8.3,51054
1056,西北风云,"{'类型': [' 剧情 ', ' 犯罪'], '主演': [' 任达华 ', ' 余男 ', ' 彭敬慈 ', ' 高捷'], '上映日期': ' 2018-03(中国大陆)', '编剧': ' 黄璜', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 黄璜'}","['很期待', '任达华', '我家大人的片儿', '很精彩', '###演员@余男', '姜文', 'Y余男', '余男']",,51055
1057,雷蒙·斯尼奇的不幸历险 Lemony Snicket's A Series of Unfortunate Events,"{'类型': [' 喜剧 ', ' 家庭 ', ' 奇幻 ', ' 冒险'], '主演': [' 金·凯瑞 ', ' 连姆·艾肯 ', ' 艾米莉·布朗宁 ', ' 卡拉·霍夫曼 ', ' 瑟尔比·霍夫曼 ', ' 裘德·洛 ', ' 蒂莫西·斯波 ', ' 凯瑟琳·欧哈拉 ', ' 比利·康诺利 ', ' 梅丽尔·斯特里普 ', ' 路易斯·古兹曼 ', ' 杰米·哈里斯 ', ' 克雷格·费格森 ', ' 詹妮佛·库里奇 ', ' 简·亚当斯 ', ' 达斯汀·霍夫曼更多...'], '上映日期': ' 2004-12-17(美国)', '编剧': ' 罗伯特·戈登 / Daniel Handler', '语言': [' 英语'], '制片国家/地区': ' 美国 / 德国', '导演': ' 布拉德·塞伯宁'}","['魔幻', '美国', '奇幻', '儿童', 'JimCarrey', '美国电影', '喜剧', '2004']",7.5,51056
1058,疯狂的外星人,"{'类型': [' 喜剧 ', ' 科幻'], '主演': [' 黄渤 ', ' 沈腾 ', ' 汤姆·派福瑞 ', ' 马修·莫里森 ', ' 凯特·纳尔逊'], '上映日期': ' 2019-02-05(中国大陆)', '编剧': ' 刘慈欣 / 孙小杭 / 董润年', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 宁浩'}","['宁浩', '黄渤', '科幻', '刘慈欣', '喜剧', '中国', '中国电影', '大陆']",,51057
1059,老男孩 올드보이,"{'类型': [' 剧情 ', ' 悬疑 ', ' 惊悚'], '主演': [' 崔岷植 ', ' 姜惠贞 ', ' 刘智泰 ', ' 池大韩 ', ' 吴达洙 ', ' 金秉玉 ', ' 尹珍序 ', ' 吴光禄更多...'], '上映日期': ' 2003-11-21(韩国)', '编剧': ' 朴赞郁 / 黄祖润', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 朴赞郁'}","['韩国', '复仇', '朴赞郁', '人性', '悬疑', '暴力', '韩国电影', '崔岷植']",8.2,51058
1060,天佑鲍比 Prayers for Bobby,"{'类型': [' 剧情 ', ' 同性 ', ' 传记'], '主演': [' 西格妮·韦弗 ', ' 瑞恩·凯利 ', ' 亨利·科泽尼 ', ' 丹·巴特勒 ', ' 奥斯汀·尼可斯'], '上映日期': ' 2009-01-24', '编剧': ' Katie Ford / Leroy Aarons', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 拉塞尔·穆卡希'}","['同志', '美国', '人性', '真实改编', '宗教', '感人', '同性', 'gay']",8.8,51059
1061,饮湖上初晴后雨,"{'类型': [' 动画 ', ' 短片'], '主演': [' 王梓 ', ' 孟祥龙 ', ' 苏鑫 ', ' 徐慧 ', ' 高其昌 ', ' 杨鸥 ', ' 马洋 ', ' 谭增卫 ', ' 沈念慈 ', ' 徐思琦更多...'], '上映日期': ' 2017-10-10(中国大陆)', '编剧': ' 李夏恩', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 彭擎政'}","['动画', '中国风', '短片', '动画短片', '中国动画', '中国', '良心国漫', '2017']",8.1,51060
1062,纸牌屋 第三季 House of Cards Season 3,"{'类型': [' 剧情 ', ' 惊悚'], '主演': [' 凯文·史派西 ', ' 罗宾·怀特 ', ' 莫莉·帕克 ', ' 迈克尔·凯利 ', ' 瑞秋·布罗斯纳安 ', ' 杰妮·阿特金森 ', ' 内森·达罗 ', ' 康斯坦斯·齐默 ', ' 德里克·塞西尔 ', ' 拉斯·米克尔森 ', ' 伊丽莎白·玛维尔更多...'], '编剧': ' 鲍尔·威利蒙 / 迈克尔·多布斯', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 约翰·大卫·科尔斯 / 詹姆斯·弗雷 / 塔克·盖茨 / 约翰·达尔 / 罗宾·怀特 / 阿格涅丝卡·霍兰'}","['美剧', '政治', '美国', '纸牌屋', '2015', '剧情', '电视剧', 'KevinSpacey']",8.3,51061
1063,真探 第一季 True Detective Season 1,"{'类型': [' 剧情 ', ' 悬疑 ', ' 犯罪'], '主演': [' 马修·麦康纳 ', ' 伍迪·哈里森 ', ' 米歇尔·莫纳汉 ', ' 托利·基特尔斯 ', ' 亚历珊德拉·达达里奥 ', ' 迈克尔·波茨 ', ' 麦迪逊·沃尔夫 ', ' J·D·埃弗摩尔 ', ' 丹娜·格瑞尔更多...'], '编剧': ' 尼克·皮佐拉托 ', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 凯瑞·福永'}","['美剧', '悬疑', 'HBO', '犯罪', 'MatthewMcConaughey', '美国', '2014', '电视剧']",9.2,51062
1064,十二猴子 Twelve Monkeys,"{'类型': [' 科幻 ', ' 悬疑 ', ' 惊悚'], '主演': [' 布鲁斯·威利斯 ', ' 布拉德·皮特 ', ' 大卫·摩斯 ', ' 克里斯托弗·普卢默 ', ' 乔恩·塞达 ', ' 玛德琳·斯托 ', ' Joseph Melito ', ' Michael Chance ', ' Vernon Campbell ', ' H. Michael Walls ', ' Bob Adrian ', ' 西蒙·琼斯 ', ' Carol Florence ', ' Bill Raymond ', ' Ernest Abuba ', ' Irma St. Paule ', ' Joey Perillo ', ' Bruce Kirkpatrick更多...'], '上映日期': ' 1995-12-27(美国)', '编剧': ' 大卫·韦伯·皮普尔斯 / 珍妮特·皮普尔斯 / 克里斯·马克', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 特瑞·吉列姆'}","['科幻', '悬疑', '美国', 'BradPitt', 'BruceWillis', '经典', '美国电影', 'TerryGilliam']",8.1,51063
